"urban_fips","urban_name","total_population","male_population","female_population","age_under_18","age_65_and_over","white_population","black_population","asian_population","hispanic_population","median_household_income","per_capita_income","poverty_population","total_housing_units","owner_occupied_housing_units","renter_occupied_housing_units","median_home_value","high_school_graduate","bachelors_degree","graduate_or_professional_degree","mean_commute_time","car_commute","public_transit_commute","walk_commute","work_from_home","families_with_children","single_parent_families","broadband_internet"
"05653","Bath, NY Urban Cluster (2010)",7041,3412,3629,208,168,6472,376,61,66,34035,25783,1139,3681,1775,1553,86500,2019,428,15,2415,2149,64,125,131,708,209,2407
"05680","Baton Rouge, LA Urbanized Area (2010)",609534,293547,315987,21297,5916,336983,232468,15083,27825,59942,32215,94529,259389,144677,77843,188000,98826,77992,6394,283635,272821,3015,4810,9445,70537,18510,187011
"05707","Battle Creek, MI Urbanized Area (2010)",77325,37856,39469,2704,903,57679,10974,2931,4927,44308,25462,14473,35819,19685,11971,91900,15547,6987,315,33034,31236,541,941,879,9190,2797,25539
"05734","Battlement Mesa, CO Urban Cluster (2010)",5686,3174,2512,400,110,4651,33,45,1720,62330,27597,384,2659,1298,911,168300,1042,507,24,2596,2500,5,85,86,786,64,1898
"05761","Battle Mountain, NV Urban Cluster (2010)",3564,1901,1663,91,1,3316,48,3,1575,72786,32239,364,1658,1023,393,176600,853,139,0,1610,1217,277,99,13,554,56,1220
"05788","Baxley, GA Urban Cluster (2010)",5208,2397,2811,225,59,3024,1535,0,979,27064,14956,1430,2265,1099,618,63700,1041,105,12,1674,1607,0,0,0,744,164,1032
"05815","Baxter Springs, KS Urban Cluster (2010)",4678,2170,2508,215,62,4157,5,16,214,39375,21706,550,2288,1179,632,73000,844,377,9,1716,1682,0,34,141,683,119,1256
"05842","Bayard, NM Urban Cluster (2010)",3998,2124,1874,164,45,3712,143,0,3102,34953,18381,936,2052,1073,468,84600,785,229,0,1275,1204,40,31,20,450,62,931
"05869","Bay City, MI Urbanized Area (2010)",68164,33158,35006,1727,813,63511,1668,445,4573,43426,25791,13394,31974,20835,8349,87800,13628,6075,245,28334,27245,191,501,943,8015,2536,23701
"05896","Bay City, TX Urban Cluster (2010)",18455,8862,9593,680,206,11229,2522,153,9436,49974,24105,3761,8167,3804,2820,96900,2671,1444,44,7558,7307,0,132,42,2077,523,4257
"05904","Bayfield, CO Urban Cluster (2010)",2821,1527,1294,197,6,2425,0,4,471,61641,25297,193,1094,769,177,319600,463,354,28,1312,1285,0,27,34,428,50,699
"05923","Bay Minette, AL Urban Cluster (2010)",8506,4293,4213,222,85,4862,3375,8,205,40000,21404,1595,2909,1491,1123,125500,1799,528,0,2936,2791,0,57,52,714,151,2076
"05958","Bealeton, VA Urban Cluster (2010)",6926,3124,3802,207,35,5336,730,146,1606,82652,32751,420,2358,1517,720,269200,1174,654,17,3614,3547,17,46,176,947,276,1996
"05977","Beardstown, IL Urban Cluster (2010)",6019,2924,3095,222,62,4806,626,0,2142,41809,20793,1373,2660,1507,804,70000,1387,278,6,2691,2497,10,133,36,846,242,1649
"06004","Beatrice, NE Urban Cluster (2010)",11990,5718,6272,328,193,11471,116,131,318,45902,27574,1524,6065,3190,2100,106900,2679,1191,46,5678,5280,9,275,252,1249,239,4121
"06031","Beaufort--Port Royal, SC Urban Cluster (2010)",57612,30284,27328,2398,507,36516,15972,1088,5825,54736,26350,7567,21192,10373,8507,189700,8522,5884,420,26124,24172,132,1045,1967,6566,1778,15011
"06058","Beaumont, TX Urbanized Area (2010)",148271,71707,76564,5367,1521,85853,53148,3836,22344,52321,28741,24462,66108,33921,23286,114100,26186,14632,1111,64675,63241,293,576,1322,18126,5804,42865
"06076","Beaver, UT Urban Cluster (2010)",2644,1279,1365,75,83,2569,0,0,178,58165,23436,178,1199,757,242,211400,492,267,15,948,903,0,34,104,381,33,790
"06085","Beaver Dam, KY Urban Cluster (2010)",6389,2995,3394,127,37,6098,58,37,520,42184,29050,1402,2652,1567,903,89000,1196,322,62,2249,2162,0,83,94,847,279,1612
"06112","Beaver Dam, WI Urban Cluster (2010)",18296,9060,9236,454,194,16951,508,141,1436,52744,28680,1642,8454,4585,3262,135600,4449,1780,124,9135,8682,1,340,238,2151,543,6556
"06128","Becker, MN Urban Cluster (2010)",3875,2051,1824,274,33,3676,34,0,38,92653,36499,108,1478,1191,216,174300,695,539,0,2192,2127,45,20,76,481,40,1315
"06139","Beckley, WV Urbanized Area (2010)",59838,29335,30503,1800,760,51183,6203,705,1124,42620,25045,10845,28827,17295,7784,107900,13199,5204,233,21735,20718,57,684,958,7361,1615,19370
"06166","Bedford, IN Urban Cluster (2010)",14421,6733,7688,333,105,13647,79,142,314,42618,24074,2473,7218,4039,2232,89800,3388,905,49,6034,5823,8,160,151,1675,568,4681
"06186","Bedford, NY Urban Cluster (2010)",2701,1252,1449,27,17,2317,12,121,329,187159,98121,96,954,778,59,901600,133,682,42,1098,786,213,99,293,312,64,828
"06193","Bedford, PA Urban Cluster (2010)",4504,2098,2406,115,67,4227,152,106,26,50857,27280,590,2100,1243,681,154000,1479,517,15,1587,1486,0,101,132,368,87,1298
"06220","Bedford, VA Urban Cluster (2010)",6827,2972,3855,127,32,5311,1218,34,2,35417,21509,1762,3288,1392,1428,144700,1226,666,23,2691,2501,0,101,67,835,266,1909
"06247","Beebe, AR Urban Cluster (2010)",7043,3494,3549,374,310,6588,430,0,164,46976,24751,1005,3340,1596,1301,118300,1254,977,53,3238,3093,0,131,0,856,184,2459
"06261","Beecher, IL Urban Cluster (2010)",4240,2156,2084,157,103,4183,10,0,106,81146,31456,147,1781,1285,279,181500,1063,483,0,1932,1844,70,0,76,534,68,1392
"06274","Beeville, TX Urban Cluster (2010)",17951,10117,7834,649,218,15414,1229,149,11336,38662,17172,3673,6412,2612,2543,83500,2307,581,52,6141,5837,0,130,47,1994,520,3391
"06301","Belding, MI Urban Cluster (2010)",5728,2543,3185,239,43,5496,4,0,139,41812,21088,1011,2347,1311,922,92500,1341,302,0,2376,2280,11,61,32,888,280,1881
"27280","El Reno, OK Urban Cluster (2010)",17234,9189,8045,441,95,11621,1279,46,2548,45399,21568,3090,6190,2965,2296,102800,3825,907,93,7059,6905,0,67,361,1861,375,3863
"27290","Elroy, TX Urban Cluster (2010)",4483,2416,2067,347,0,794,1,209,4016,69575,22497,259,1334,788,347,130500,841,92,0,2100,2099,0,1,27,555,124,1059
"27300","Elverson, PA Urban Cluster (2010)",4180,1913,2267,83,27,4036,59,56,32,75425,37811,310,1836,1294,419,263500,759,887,29,1803,1706,31,57,171,555,124,1431
"05302","Barstow, CA Urban Cluster (2010)",30787,13982,16805,1567,168,20650,4722,649,14575,42785,19936,10199,12064,4849,5648,118500,4582,1126,22,10586,9754,180,311,312,4334,1981,7372
"27307","Elwood, IN Urban Cluster (2010)",9089,4365,4724,116,92,8877,31,36,484,43400,24116,1625,4542,2459,1269,70000,2355,417,11,4139,3904,0,118,105,1061,232,2741
"27334","Ely, MN Urban Cluster (2010)",3408,1733,1675,117,66,3311,32,5,8,41098,27368,359,2054,1109,516,101100,416,624,22,1791,1386,0,392,73,288,53,1363
"27361","Ely, NV Urban Cluster (2010)",4407,2192,2215,148,33,3706,30,64,794,60380,27738,792,2244,1217,646,134700,1025,339,2,1781,1663,14,104,32,619,231,1451
"27372","Emajagua, PR Urban Cluster (2010)",7935,3740,4195,179,129,1055,6798,0,7935,22170,9848,3563,3904,2146,708,91000,1241,936,16,1392,1300,0,64,0,799,235,1651
"27380","Emerald Bay, TX Urban Cluster (2010)",3641,1787,1854,123,135,3553,0,29,63,61071,29763,90,1688,1301,31,214000,470,706,29,1190,1190,0,0,60,326,0,1169
"27442","Emmetsburg, IA Urban Cluster (2010)",3533,1705,1828,171,36,3250,181,20,103,49688,27052,190,1807,942,518,113800,568,449,33,1675,1609,11,38,75,388,79,1108
"02581","Anna, TX Urban Cluster (2010)",15415,7756,7659,908,42,12159,2071,786,2590,89922,28574,1308,4906,3316,1187,202300,2266,1616,60,6993,6832,58,6,548,2507,297,3885
"02278","Anamosa, IA Urban Cluster (2010)",5432,3049,2383,107,45,4882,337,182,240,41630,20036,631,2280,1436,652,101100,1087,367,0,1987,1863,0,102,51,435,93,1606
"02899","Arcadia, LA Urban Cluster (2010)",2677,1286,1391,118,33,563,1980,0,10,23814,16883,1006,1388,635,430,84200,648,194,11,798,778,4,16,0,298,143,659
"02467","Andrews, TX Urban Cluster (2010)",15214,7636,7578,710,95,13304,122,65,9052,76695,30000,1405,5346,3453,1290,141900,2352,711,30,6769,6579,10,0,66,2089,291,4154
"02953","Archbold, OH Urban Cluster (2010)",4933,2336,2597,126,76,4342,68,15,787,61154,29738,397,2090,1400,544,143300,1066,421,6,2160,2053,0,43,95,640,96,1578
"02008","Americus, GA Urban Cluster (2010)",17664,8264,9400,603,131,5739,11255,121,927,33335,18555,4698,7774,2959,3814,89600,3173,940,124,6589,6282,0,195,200,2303,1095,4480
"02035","Amery, WI Urban Cluster (2010)",2764,1281,1483,88,21,2625,25,37,16,55833,25215,98,1337,789,337,133000,764,230,0,1115,1024,0,91,35,317,93,838
"02116","Amite City, LA Urban Cluster (2010)",6079,3200,2879,37,155,2231,3659,104,46,42526,21464,1424,2426,1351,590,133500,1749,278,0,2148,2140,0,0,16,434,206,1504
"02143","Amory, MS Urban Cluster (2010)",6168,2728,3440,203,52,3889,2166,10,36,33979,24940,1251,3088,1688,972,115800,986,482,0,2115,2047,1,67,214,665,303,1905
"02170","Amsterdam, NY Urban Cluster (2010)",21652,10332,11320,546,247,16638,927,187,5702,42275,24075,5037,11081,5022,3983,93100,4276,1418,60,8672,7484,116,537,220,2654,1001,6842
"02197","Anaconda-Deer Lodge County, MT Urban Cluster (2010)",6228,2973,3255,133,160,5783,16,66,190,38758,26501,1245,3613,1832,1120,109500,1594,633,26,2507,2309,0,180,104,712,140,2156
"02251","Anadarko, OK Urban Cluster (2010)",5798,2892,2906,283,12,1925,398,74,670,41741,18636,1480,2568,1196,874,67000,1385,455,0,2166,2047,16,94,0,825,243,1317
"02305","Anchorage, AK Urbanized Area (2010)",250992,127667,123325,9017,2348,148109,15490,27160,23929,81974,40890,23702,100917,54876,37066,305400,32177,35180,2158,126893,115983,2192,3949,4928,30292,6397,81949
"02332","Anchorage Northeast, AK Urban Cluster (2010)",30320,15248,15072,1119,203,25633,659,708,1832,107169,41657,1642,10768,7261,2905,337800,3310,4889,269,14463,13672,72,202,580,4372,471,9761
"02359","Andalusia, AL Urban Cluster (2010)",6662,3122,3540,274,28,4557,1951,42,67,37500,20158,1269,3190,1445,1103,101100,1489,499,36,2579,2556,0,13,45,832,301,1979
"02386","Anderson, IN Urbanized Area (2010)",86105,42852,43253,2649,890,71287,9860,587,3978,44747,24192,15295,40609,21982,12318,87900,18674,7222,280,35390,33891,135,912,1270,10019,3223,26771
"02413","Anderson, SC Urbanized Area (2010)",81240,37906,43334,2203,962,57542,19966,859,4272,45362,26536,13285,36422,20440,12145,139200,13709,7540,652,35320,34399,31,645,1004,9518,2824,24117
"02440","Andrews, SC Urban Cluster (2010)",4179,1879,2300,159,47,1441,2603,0,193,34507,23518,1220,1860,846,567,77300,869,171,9,1715,1573,20,50,27,570,254,926
"02494","Angels, CA Urban Cluster (2010)",3754,1683,2071,11,57,3372,0,14,355,53782,37575,478,2131,1060,710,356000,468,404,29,1327,1211,87,18,126,214,26,1298
"02548","Angola, IN Urban Cluster (2010)",11427,6120,5307,469,65,10734,98,73,441,52984,27930,1102,5760,2807,1757,155900,2139,1290,83,5667,5316,0,313,185,1239,276,3700
"02575","Anna, IL Urban Cluster (2010)",5585,2723,2862,203,42,5203,202,27,208,37181,22320,1433,2663,1449,755,85400,942,622,42,2028,1990,5,4,56,661,180,1296
"02590","Annandale, MN Urban Cluster (2010)",3398,1507,1891,31,66,3066,47,0,290,46464,27782,444,1542,1087,407,171500,741,369,0,1656,1568,42,21,17,512,113,1227
"24526","Douglas, GA Urban Cluster (2010)",13982,6100,7882,605,124,6525,6705,6,1564,34546,18729,3716,6026,2265,2832,97300,2389,570,55,4913,4456,23,103,47,1852,628,3337
"24539","Douglas, MI Urban Cluster (2010)",2273,1051,1222,38,45,2214,0,15,178,62083,42935,354,1972,766,375,313800,394,506,74,922,835,25,50,192,211,77,876
"24553","Douglas, WY Urban Cluster (2010)",6209,3025,3184,235,47,5814,0,32,851,61296,29622,626,3136,1827,677,182300,1355,402,0,2717,2417,179,97,27,777,92,2020
"24580","Dover, DE Urbanized Area (2010)",121068,59294,61774,3855,1169,70740,39147,3001,9834,60904,27923,16578,47501,29054,14812,214400,21188,13004,1090,51943,49473,697,1257,2259,14763,4091,38683
"24607","Dover--Rochester, NH--ME Urbanized Area (2010)",91917,44547,47370,1955,668,83730,1279,3422,2704,65799,32498,9485,37919,20281,15098,218100,13651,13421,790,46017,41277,1037,2808,2028,9366,1928,30171
"24634","Dowagiac, MI Urban Cluster (2010)",5990,2875,3115,230,42,4234,787,58,521,34196,20420,1883,2915,1381,1238,73100,955,290,0,2277,2149,0,88,31,847,341,1936
"24646","Downs, IL Urban Cluster (2010)",2345,1158,1187,65,34,2258,32,4,19,111806,48485,26,814,726,49,233600,196,672,31,1182,1161,3,12,67,337,26,720
"24688","Dryden, NY Urban Cluster (2010)",3694,1698,1996,78,22,3248,140,124,159,58184,28868,577,1404,822,519,172900,350,404,119,1680,1355,109,185,162,380,92,1114
"24715","Dublin, GA Urban Cluster (2010)",20820,9558,11262,736,223,7889,12188,436,223,34820,20910,6082,9072,3496,3838,109500,4791,1444,48,7029,6888,8,60,76,2468,1121,4316
"24769","Dublin, TX Urban Cluster (2010)",3536,1888,1648,253,21,2892,20,0,1426,43922,22118,906,1448,764,174,99200,337,267,0,1348,1289,0,59,91,436,107,760
"24796","DuBois, PA Urban Cluster (2010)",11566,5701,5865,373,120,11060,217,77,191,46331,25142,2039,5547,2929,1969,93700,3238,1072,48,4916,4558,59,247,149,1326,477,3575
"24823","Dubuque, IA--IL Urbanized Area (2010)",69060,33406,35654,2085,770,62583,3142,974,1749,57700,30991,9489,30267,18730,8936,150600,12826,9141,608,33725,31702,421,1217,1176,7818,1826,22784
"24850","Duluth, MN--WI Urbanized Area (2010)",118090,57952,60138,2929,1291,106505,2706,1886,2622,51341,30119,18452,53853,30127,20483,154400,16868,16152,1437,58664,52422,2196,2991,2440,12192,3389,40155
"24877","Dumas, AR Urban Cluster (2010)",4539,2098,2441,265,42,1642,2713,51,350,31655,18774,1401,2204,1094,814,65900,1014,311,35,1799,1711,6,53,24,764,280,1139
"24904","Dumas, TX Urban Cluster (2010)",14121,7384,6737,636,98,10435,452,954,7417,57151,24718,2036,5276,2936,1599,133500,1717,808,24,6446,6255,20,51,44,1793,190,3986
"24931","Duncan, OK Urban Cluster (2010)",20208,9727,10481,758,195,15842,687,120,2434,42209,24059,3193,9824,4857,2985,103700,4365,1819,118,8360,8071,5,100,219,2480,594,6043
"24958","Dundee, MI Urban Cluster (2010)",3607,1728,1879,107,16,3481,42,14,0,52483,35832,250,1803,1138,488,163300,685,484,16,1914,1849,0,52,17,514,167,1325
"24985","Dunkirk, IN Urban Cluster (2010)",3361,1600,1761,143,41,3295,2,22,84,38281,20638,598,1747,1008,446,60100,912,131,0,1315,1238,0,62,85,447,116,965
"25930","Eaton, CO Urban Cluster (2010)",5098,2465,2633,247,69,4744,18,31,1240,80909,31188,368,1958,1554,312,281600,745,822,10,2414,2308,0,94,55,725,102,1560
"25957","Eaton, OH Urban Cluster (2010)",7962,3740,4222,105,52,7525,107,72,86,45636,26363,1177,3585,2057,1222,97600,2167,490,21,3365,3255,0,92,134,1078,186,2539
"25984","Eaton Rapids, MI Urban Cluster (2010)",5387,2509,2878,195,58,5241,44,9,237,42781,22845,902,2499,1365,871,118700,858,261,20,2290,2264,9,17,45,707,103,1700
"25012","Dunkirk--Fredonia, NY Urban Cluster (2010)",23999,11632,12367,565,302,20775,1112,199,4643,41894,25125,5223,11152,5825,3816,90700,4182,2089,332,9516,8520,40,601,266,2320,733,7499
"25025","Dunlap, TN Urban Cluster (2010)",3871,1908,1963,88,69,3662,33,0,142,48764,20295,521,1707,881,561,123400,847,241,0,1738,1652,10,0,67,430,13,1038
"25039","Dunn, NC Urban Cluster (2010)",15315,6911,8404,509,190,8763,5311,48,1226,33191,20803,3776,7147,3557,2709,108600,3334,1036,56,5789,5663,0,66,112,1701,664,4302
"25093","Du Quoin, IL Urban Cluster (2010)",5872,2768,3104,140,50,5431,172,57,135,38693,22645,1224,3411,1931,922,64400,1136,380,29,2274,2156,63,13,66,780,234,2105
"25120","Durand, MI Urban Cluster (2010)",4644,1935,2709,153,63,4430,0,14,56,42969,26351,750,2240,1350,683,82300,1200,235,23,1837,1740,0,89,113,509,217,1547
"25147","Durango, CO Urban Cluster (2010)",19220,9486,9734,414,249,16708,87,115,2229,66132,40913,1587,8689,4107,3238,459100,1498,4205,509,9827,7620,214,1124,894,1733,209,5958
"25174","Durant, MS Urban Cluster (2010)",2693,1336,1357,216,34,353,2334,0,19,19399,17315,1249,1090,469,406,54600,602,74,0,658,652,0,6,51,381,275,403
"25201","Durant, OK Urban Cluster (2010)",17968,8649,9319,541,148,12368,418,212,1510,39186,21862,3731,7484,2836,3752,116000,2594,1505,165,7368,6934,14,300,211,2244,584,4936
"27469","Emmett, ID Urban Cluster (2010)",8700,4339,4361,303,55,7455,0,28,1270,37993,20289,1820,3902,2431,1147,147600,1511,767,26,3316,3251,3,45,234,1071,407,2823
"27496","Emmitsburg, MD--PA Urban Cluster (2010)",6989,3477,3512,176,49,6181,486,77,388,81327,33015,477,2412,1698,528,238700,1222,734,72,3099,2851,15,171,199,622,78,1931
"27523","Emporia, KS Urban Cluster (2010)",24620,11806,12814,817,171,21512,747,664,6684,40514,24756,4747,11271,5064,4866,89600,2882,2292,172,11914,11180,79,482,393,2751,622,8187
"27550","Emporia, VA Urban Cluster (2010)",6465,2975,3490,66,39,1890,4116,14,385,31774,19637,1564,2797,1023,1409,130900,1319,416,9,2201,1990,16,73,56,832,388,1637
"27577","Emporium, PA Urban Cluster (2010)",2604,1268,1336,124,49,2496,4,28,37,35754,21288,512,1523,704,531,66800,827,165,0,1200,1017,7,170,0,253,76,827
"27592","Enfield, NC Urban Cluster (2010)",2659,1194,1465,86,35,230,2380,0,0,21262,13029,916,1379,409,720,68100,688,71,0,793,707,0,66,22,378,130,462
"27604","England, AR Urban Cluster (2010)",2735,1121,1614,74,14,1957,705,0,6,39148,22944,795,1183,593,430,115100,494,253,0,1075,1046,0,7,6,373,122,668
"27631","Enid, OK Urban Cluster (2010)",48600,24407,24193,1850,504,38596,1402,508,7319,52116,26837,7075,20905,11345,6976,105500,9847,4307,254,22460,21427,90,275,594,5796,1305,14300
"27658","Ennis, TX Urban Cluster (2010)",19217,9311,9906,759,175,14234,2841,26,9309,55569,23090,3097,6799,3857,2444,106600,2971,1321,34,8603,8498,0,46,190,2860,711,5098
"27685","Enterprise, AL Urban Cluster (2010)",38422,19017,19405,1447,288,26319,8071,868,4754,57267,27343,5807,16496,7774,6480,157700,4915,4445,131,16721,15919,0,539,482,5604,1438,12248
"27712","Ephraim, UT Urban Cluster (2010)",6696,2826,3870,326,11,5896,17,85,637,41670,14918,1544,1968,1024,767,216600,583,545,43,2663,2258,7,372,187,809,53,1342
"27739","Ephrata, WA Urban Cluster (2010)",6957,3803,3154,353,161,5543,30,122,1318,60478,26956,573,2814,1566,841,155800,974,514,44,3034,2800,60,79,35,878,61,1941
"27750","Epping, NH Urban Cluster (2010)",2989,1572,1417,95,79,2753,25,62,44,66454,33595,174,1194,961,198,235700,612,379,41,1345,1331,0,0,21,331,27,967
"27766","Erie, PA Urbanized Area (2010)",191621,93681,97940,5804,2550,158893,17559,4204,10095,48056,27695,32688,86670,48590,30290,123400,41183,23974,1458,82964,76725,2264,2801,2853,22290,6778,63885
"27793","Erwin, TN Urban Cluster (2010)",9684,4422,5262,204,136,9304,48,36,468,36989,22938,2151,4819,2967,1382,119200,2223,727,24,3471,3196,4,196,142,1190,403,2732
"27820","Escalon, CA Urban Cluster (2010)",7380,3682,3698,260,53,6686,73,71,1591,77599,32000,614,2660,1759,874,345700,1009,615,0,3250,3112,0,75,114,777,115,2254
"27847","Escanaba, MI Urban Cluster (2010)",20361,9954,10407,668,308,18983,107,108,272,41927,25400,2972,10071,6338,2927,96800,3895,2295,84,8479,7826,121,334,232,2500,662,7229
"27874","Espanola, NM Urban Cluster (2010)",25121,12299,12822,715,227,15148,193,123,19412,38378,23020,5668,11939,5883,2558,165300,4213,1746,68,9421,9157,94,108,298,2364,808,4966
"27885","Esparto, CA Urban Cluster (2010)",3455,1586,1869,135,11,2660,0,73,2223,76597,29115,312,1102,735,317,262900,450,280,11,1539,1525,6,0,48,466,39,899
"27901","Estacada, OR Urban Cluster (2010)",3832,1759,2073,105,64,3685,2,21,129,64375,27099,357,1487,1045,406,270000,636,292,13,1423,1412,0,11,46,428,65,989
"27928","Estes Park, CO Urban Cluster (2010)",7978,3711,4267,194,240,7923,0,0,826,65366,41749,669,5445,2341,1595,423300,1068,1787,237,3307,3066,46,171,462,382,53,3548
"27955","Estherville, IA Urban Cluster (2010)",5697,2888,2809,171,40,5264,154,21,807,46736,25018,720,2641,1656,584,84100,900,573,21,2434,2282,2,90,211,640,143,1795
"27991","Estrella, AZ Urban Cluster (2010)",10983,5494,5489,318,130,9206,852,174,2430,88537,33289,712,4081,2840,596,272200,1361,1438,28,3811,3693,16,21,810,1476,141,3237
"06335","Belfair, WA Urban Cluster (2010)",3956,2081,1875,46,127,3184,121,21,534,60033,29725,577,1740,1179,327,195400,860,140,0,1535,1266,159,0,130,419,49,1142
"06355","Belfast, ME Urban Cluster (2010)",3474,1332,2142,8,32,3210,14,0,46,64931,34999,247,2004,978,675,207800,364,768,120,1395,1282,0,113,135,376,158,1354
"06382","Belgrade, MT Urban Cluster (2010)",14889,7357,7532,540,155,14005,0,7,667,67096,29040,1304,6001,4024,1770,248600,2122,2314,61,7722,7469,33,112,335,1992,360,4640
"06436","Bellefontaine, OH Urban Cluster (2010)",13438,6156,7282,560,158,12246,626,84,259,48784,25988,2246,6087,3088,2379,99900,3580,950,54,6118,5915,0,174,142,2014,526,4582
"06463","Bellefonte, PA Urban Cluster (2010)",12668,6175,6493,324,146,12121,349,56,256,59389,32746,779,5910,3464,1886,190200,3356,2446,265,6796,6561,62,107,128,1393,253,4346
"06490","Belle Fourche, SD Urban Cluster (2010)",5210,2518,2692,188,59,4838,52,12,266,45777,28104,527,2490,1590,622,126200,1275,425,17,2412,2302,0,110,58,659,168,1676
"06517","Belle Glade, FL Urban Cluster (2010)",26800,14887,11913,892,402,10033,15415,162,8381,24862,12386,9657,9010,2431,5239,108000,4302,1026,5,8094,6790,615,388,82,2744,959,3495
"06571","Belle Plaine, MN Urban Cluster (2010)",6447,3163,3284,257,25,6034,125,211,189,78919,28556,493,2206,1762,293,216000,1139,657,54,3434,3281,40,15,81,917,208,1778
"06598","Bellevue, IA Urban Cluster (2010)",2446,1188,1258,71,37,2415,0,19,60,64904,31956,200,1289,823,236,167400,578,294,0,1130,1075,11,44,52,291,26,895
"06625","Bellevue, OH Urban Cluster (2010)",8001,3870,4131,457,116,7810,28,48,265,55247,26268,798,3468,2174,1126,99900,1991,582,27,3857,3677,0,105,92,1044,288,2705
"06652","Bellingham, WA Urbanized Area (2010)",125076,61300,63776,3071,1431,104886,1604,6352,11553,58432,32066,20583,54098,27007,23892,359000,12474,20912,2040,58860,50982,2431,3155,3942,11615,2196,45259
"06679","Bellows Falls, VT--NH Urban Cluster (2010)",5348,2608,2740,140,69,4989,235,16,100,43750,29656,844,2879,1271,1193,165600,955,765,7,2341,2096,92,153,245,568,130,1833
"06692","Bells, TN Urban Cluster (2010)",4703,2165,2538,111,59,3326,924,15,795,41284,21671,964,2056,967,727,99900,1058,196,11,1800,1786,0,14,29,609,205,1230
"06706","Bellville, TX Urban Cluster (2010)",4350,2000,2350,14,78,3505,555,0,716,47102,26382,514,2021,1116,779,194400,615,654,10,1772,1612,0,113,74,438,50,1322
"06733","Beloit, KS Urban Cluster (2010)",3081,1443,1638,142,10,3040,11,0,132,47931,27590,378,1724,914,436,93100,499,394,7,1394,1336,0,40,21,407,172,1076
"06760","Beloit, WI--IL Urbanized Area (2010)",63801,30540,33261,2268,570,49464,5599,862,9634,50054,24801,11247,26720,16085,8391,114900,12333,4902,230,26949,25567,186,671,838,8053,2419,19400
"06770","Belterra, TX Urban Cluster (2010)",5335,2731,2604,329,30,4474,230,223,659,155917,60701,120,1710,1490,167,434600,297,1497,104,2008,1936,15,23,412,909,33,1628
"06779","Belton, SC Urban Cluster (2010)",5671,2493,3178,153,23,4253,1102,6,238,31073,18993,1659,2796,1415,1036,96900,930,305,0,2090,2016,1,27,35,660,233,1532
"06787","Belvidere, NJ--PA Urban Cluster (2010)",4000,1850,2150,104,95,3731,47,90,180,53526,30206,334,1959,1123,684,208700,796,638,33,1444,1336,20,60,53,319,21,1444
"06814","Belzoni, MS Urban Cluster (2010)",4509,2206,2303,176,71,504,3847,0,153,29464,15289,1430,1737,999,593,65000,834,225,7,1312,1210,20,13,4,495,141,926
"06841","Bemidji, MN Urban Cluster (2010)",15650,7629,8021,315,132,12568,374,109,678,33103,21147,4136,6983,2740,3583,140000,1833,1517,254,6673,5803,105,634,546,1598,729,4967
"06868","Bend, OR Urbanized Area (2010)",101737,49565,52172,2983,1403,94447,583,1689,9091,66155,36585,10676,44854,25051,15990,380400,11318,19471,1524,44942,42000,83,1082,5968,12216,2425,36790
"06895","Bennettsville, SC Urban Cluster (2010)",11209,6405,4804,320,156,3300,7238,70,552,30404,14175,2702,4715,1855,1753,78400,2436,419,47,3003,2991,0,12,90,1180,444,2145
"06922","Bennington, VT Urban Cluster (2010)",12350,5772,6578,399,94,11532,106,131,355,48857,26962,2003,5377,2747,2026,161900,2284,1542,124,4994,4301,27,517,324,1132,550,3819
"06949","Benson, AZ Urban Cluster (2010)",3559,1692,1867,11,75,3317,36,20,1080,31037,19745,835,2085,1172,546,72000,851,148,10,931,847,0,55,85,338,132,1299
"06976","Benson, MN Urban Cluster (2010)",3081,1442,1639,101,40,2859,167,19,105,40970,29087,509,1579,802,662,105800,547,379,13,1444,1394,8,27,59,476,188,1064
"07003","Benson, NC Urban Cluster (2010)",3070,1102,1968,162,0,1739,1191,16,654,34032,19188,1166,1336,476,613,95000,413,172,0,1211,1152,52,7,47,289,82,648
"07030","Benton, IL Urban Cluster (2010)",7472,3672,3800,251,106,7133,124,83,272,38972,23920,1395,3605,1874,1175,69600,1256,651,29,2763,2679,4,45,28,838,219,2215
"25228","Durham, NC Urbanized Area (2010)",387939,183074,204865,12043,3148,219629,118494,24358,49853,60714,36722,58513,165633,79175,73797,239400,32512,65495,16097,185035,163077,9837,7319,13413,43119,11201,133503
"25255","Dwight, IL Urban Cluster (2010)",4041,2003,2038,103,31,3963,14,0,139,50139,29643,648,1945,1136,561,118400,1135,311,23,1745,1655,15,31,23,453,123,1314
"25282","Dyer, TN Urban Cluster (2010)",3427,1563,1864,173,70,2794,529,0,95,33750,19745,719,1505,896,451,70100,942,111,23,1259,1228,0,0,52,460,208,979
"25309","Dyersburg, TN Urban Cluster (2010)",21144,9867,11277,806,236,15820,3995,257,747,39073,26871,5048,9767,4369,4360,98200,3670,1466,148,8521,8281,0,138,281,3174,1137,6625
"25336","Dyersville, IA Urban Cluster (2010)",3770,1956,1814,114,20,3581,97,39,77,58239,30122,97,1779,1408,287,154500,1051,553,7,1985,1923,0,41,40,453,57,1370
"25363","Eagar, AZ Urban Cluster (2010)",6339,3220,3119,357,40,5801,7,4,1471,55014,22068,1260,2758,1613,498,159100,712,484,40,1887,1875,0,7,112,626,54,1724
